id	project	name	bps	sequences	biome	feature	material	enviroment&nbsp;package	sequencing&nbsp;type	location	avg&nbsp;seq&nbsp;length		select
4461298.3	muegge_mammals_paper_human_samples_MG	CRBM.16.MG	8296708	36113	feces	feces	feces	human-vaginal	WGS	unknown	229.743	public	
4461299.3	muegge_mammals_paper_human_samples_MG	CRBM.19.MG	11075284	50444	feces	feces	feces	human-vaginal	WGS	unknown	219.556	public	
4461300.3	muegge_mammals_paper_human_samples_MG	CRBM.20.MG	13509722	57998	feces	feces	feces	human-vaginal	WGS	unknown	232.934	public	
4461301.3	muegge_mammals_paper_human_samples_MG	CRBM.21.MG	10024336	43107	feces	feces	feces	human-vaginal	WGS	unknown	232.545	public	
4461341.3	muegge_mammals_paper_mammal_samples_MG	AfElphSD3.MG	23918041	140869	feces	feces	feces	host-associated	WGS	San Diego Zoo	169.789	public	
4461342.3	muegge_mammals_paper_mammal_samples_MG	Armadillo.MG	6493145	28737	feces	feces	feces	host-associated	WGS	St Louis Zoo	225.951	public	
4461343.3	muegge_mammals_paper_mammal_samples_MG	BaboonSTL.MG	11728291	52293	feces	feces	feces	host-associated	WGS	St Louis Zoo	224.280	public	
4461344.3	muegge_mammals_paper_mammal_samples_MG	BaboonW.MG	6363911	31429	feces	feces	feces	host-associated	WGS	water hole	202.485	public	
4461345.3	muegge_mammals_paper_mammal_samples_MG	BigHornSD.MG	18241978	45680	feces	feces	feces	host-associated	WGS	San Diego Zoo	399.343	public	
4461346.3	muegge_mammals_paper_mammal_samples_MG	BigHornW3.MG	21136032	51875	feces	feces	feces	host-associated	WGS	Colorado	407.442	public	
4461347.3	muegge_mammals_paper_mammal_samples_MG	BlackBr2.MG	28252382	68884	feces	feces	feces	host-associated	WGS	St Louis Zoo	410.144	public	
4461348.3	muegge_mammals_paper_mammal_samples_MG	BlackLemur.MG	7778898	37116	feces	feces	feces	host-associated	WGS	St Louis Zoo	209.583	public	
4461349.3	muegge_mammals_paper_mammal_samples_MG	BlackRhino1.MG	19168101	94535	feces	feces	feces	host-associated	WGS	St Louis Zoo	202.762	public	
4461350.3	muegge_mammals_paper_mammal_samples_MG	BushDog1.MG	14433635	64646	feces	feces	feces	host-associated	WGS	St Louis Zoo	223.272	public	
4461351.3	muegge_mammals_paper_mammal_samples_MG	Callimicos.MG	11178574	51502	feces	feces	feces	host-associated	WGS	St Louis Zoo	217.051	public	
4461352.3	muegge_mammals_paper_mammal_samples_MG	Capybara.MG	23627331	107461	feces	feces	feces	host-associated	WGS	St Louis Zoo	219.869	public	
4461353.3	muegge_mammals_paper_mammal_samples_MG	Chimp1.MG	14653863	65969	feces	feces	feces	host-associated	WGS	St Louis Zoo	222.133	public	
4461354.3	muegge_mammals_paper_mammal_samples_MG	Chimp2.MG	6297065	19568	feces	feces	feces	host-associated	WGS	St Louis Zoo	321.804	public	
4461355.3	muegge_mammals_paper_mammal_samples_MG	Colobus.MG	14739486	67621	feces	feces	feces	host-associated	WGS	St Louis Zoo	217.972	public	
4461356.3	muegge_mammals_paper_mammal_samples_MG	Echidna.MG	15070574	65266	feces	feces	feces	host-associated	WGS	St Louis Zoo	230.910	public	
4461357.3	muegge_mammals_paper_mammal_samples_MG	Gazelle3.MG	15084615	68262	feces	feces	feces	host-associated	WGS	St Louis Zoo	220.981	public	
4461358.3	muegge_mammals_paper_mammal_samples_MG	Giraffe2.MG	9765200	53668	feces	feces	feces	host-associated	WGS	St Louis Zoo	181.956	public	
4461360.3	muegge_mammals_paper_mammal_samples_MG	GorillaSTL.MG	3828579	24933	feces	feces	feces	host-associated	WGS	St Louis Zoo	153.555	public	
4461361.3	muegge_mammals_paper_mammal_samples_MG	Horse1.MG	21071711	98800	feces	feces	feces	host-associated	WGS	Water hole	213.276	public	
4461362.3	muegge_mammals_paper_mammal_samples_MG	Hyena2.MG	15602450	68456	feces	feces	feces	host-associated	WGS	St Louis Zoo	227.919	public	
4461363.3	muegge_mammals_paper_mammal_samples_MG	HyraxSD.MG	9141002	42140	feces	feces	feces	host-associated	WGS	St Louis Zoo	216.920	public	
4461364.3	muegge_mammals_paper_mammal_samples_MG	HyraxSTL.MG	15067903	66102	feces	feces	feces	host-associated	WGS	St Louis Zoo	227.949	public	
4461365.3	muegge_mammals_paper_mammal_samples_MG	Kroo3.MG	4855830	22049	feces	feces	feces	host-associated	WGS	St Louis Zoo	220.229	public	
4461366.3	muegge_mammals_paper_mammal_samples_MG	Lion1.MG	3145482	14236	feces	feces	feces	host-associated	WGS	St Louis Zoo	220.953	public	
4461367.3	muegge_mammals_paper_mammal_samples_MG	Lion2.MG	30971736	75012	feces	feces	feces	host-associated	WGS	St Louis Zoo	412.890	public	
4461368.3	muegge_mammals_paper_mammal_samples_MG	Okapi1.MG	6830245	32804	feces	feces	feces	host-associated	WGS	St Louis Zoo	208.214	public	
4461369.3	muegge_mammals_paper_mammal_samples_MG	Okapi2.MG	5044578	22615	feces	feces	feces	host-associated	WGS	St Louis Zoo	223.063	public	
4461370.3	muegge_mammals_paper_mammal_samples_MG	Orang1.MG	5941103	29219	feces	feces	feces	host-associated	WGS	St Louis Zoo	203.330	public	
4461371.3	muegge_mammals_paper_mammal_samples_MG	PolarBr2.MG	23273716	56380	feces	feces	feces	host-associated	WGS	St Louis Zoo	412.801	public	
4461372.3	muegge_mammals_paper_mammal_samples_MG	Rabbit.MG	16041348	69106	feces	feces	feces	host-associated	WGS	St Louis Zoo	232.127	public	
4461374.3	muegge_mammals_paper_mammal_samples_MG	RTLemur.MG	20643637	50463	feces	feces	feces	host-associated	WGS	St Louis Zoo	409.085	public	
4461375.3	muegge_mammals_paper_mammal_samples_MG	Saki.MG	52245832	127069	feces	feces	feces	host-associated	WGS	St Louis Zoo	411.161	public	
4461376.3	muegge_mammals_paper_mammal_samples_MG	SpecBr2.MG	15050968	38999	feces	feces	feces	host-associated	WGS	St Louis Zoo	385.932	public	
4461377.3	muegge_mammals_paper_mammal_samples_MG	SpgbkW.MG	11341199	48935	feces	feces	feces	host-associated	WGS	water hole	231.760	public	
4461378.3	muegge_mammals_paper_mammal_samples_MG	Squirrel.MG	10089259	43724	feces	feces	feces	host-associated	WGS	St Louis Zoo	230.749	public	
4461379.3	muegge_mammals_paper_mammal_samples_MG	Urial2.MG	6356683	31996	feces	feces	feces	host-associated	WGS	St Louis Zoo	198.671	public	
4461380.3	muegge_mammals_paper_mammal_samples_MG	VWPig.MG	23193334	59174	feces	feces	feces	host-associated	WGS	San Diego Zoo	391.951	public	
4461383.3	muegge_mammals_paper_mammal_samples_MG	ZebraSTL1.MG	5742670	25693	feces	feces	feces	host-associated	WGS	St Louis Zoo	223.511	public	
4461422.3	aquatic	MBv200m	389598	881	aquatic habitat	aquatic habitat	aquatic habitat	unknown	WGS	Monterey Bay, CA	442.222	public	
4461444.3	Arenosclera_brasiliensis_metagenome	Water_JF2	12301493	45025	marine pelagic biome	marine habitat	coastal water	water	WGS	João fernandinho beach, búzios peninsula, Rio de Janeiro state	273.215	public	
4461451.3	Arenosclera_brasiliensis_metagenome	Sponge_Ab6	18680790	71969	marine sponge reef biome	organism-associated habitat	organic material	host-associated	WGS	João fernandinho beach, búzios peninsula, Rio de Janeiro state	259.567	public	
4461452.3	Arenosclera_brasiliensis_metagenome	Sponge_Ab5	32393455	119014	marine sponge reef biome	organism-associated habitat	organic material	host-associated	WGS	João fernandinho beach, búzios peninsula, Rio de Janeiro state	272.182	public	
4461453.3	Arenosclera_brasiliensis_metagenome	Sponge_Ab4	36647286	133157	marine sponge reef biome	organism-associated habitat	organic material	host-associated	WGS	João fernandinho beach, búzios peninsula, Rio de Janeiro state	275.219	public	
4461454.3	Arenosclera_brasiliensis_metagenome	Sponge_Ab3	22240903	85431	marine sponge reef biome	organism-associated habitat	organic material	host-associated	WGS	João fernandinho beach, búzios peninsula, Rio de Janeiro state	260.338	public	
4461455.3	Arenosclera_brasiliensis_metagenome	Sponge_Ab2	45526192	167475	marine sponge reef biome	organism-associated habitat	organic material	host-associated	WGS	João fernandinho beach, búzios peninsula, Rio de Janeiro state	271.839	public	
4461456.3	Arenosclera_brasiliensis_metagenome	Sponge_Ab1	16622003	64933	marine sponge reef biome	organism-associated habitat	organic material	host-associated	WGS	João fernandinho beach, búzios peninsula, Rio de Janeiro state	255.987	public	
4461585.3	Serpentinite	Lost City Hydrothermal Field carbonate chimney biofilm	34592006	46360	microbial mat	microbial mat	microbial mat	unknown	WGS	Mid-Atlantic Ridge	746.161	public	
4461588.3	Peru OMZ - Meteor Cruise M77/3	Sulfidic Event in Peruvian OMZ Metagenome 60m	138696504	347136	Neritic epipelagic zone biome	coastal water body	coastal water	water	WGS	Coastal waters off Lima	399.545	public	
4461593.3	The influence of global climatic changes over the vitality of corals from St Peter and St Paul Archipelago	AnaPaula_PE22-1	11706993	32043	oceanic epipelagic zone biome	archipelago	sea water	water	WGS	St Peter and  St Paul Archipelago	365.353	public	
4461594.3	The influence of global climatic changes over the vitality of corals from St Peter and St Paul Archipelago	AnaPaula_PE14-1	7672652	22204	oceanic epipelagic zone biome	archipelago	sea water	water	WGS	St Peter and  St Paul Archipelago	345.553	public	
4461618.3	Serpentinite	TLE dereplicated large Geneious contigs	875741	494	extreme habitat	extreme habitat	extreme habitat	unknown	WGS	Gros Morne National Park, Newfoundland	1772.755	public	
4461619.3	Serpentinite	WHC2B dereplicated large Geneious contigs	5810690	1993	extreme habitat	extreme habitat	extreme habitat	unknown	WGS	Gros Morne National Park, Newfoundland	2915.549	public	
4461675.3	High Arsenic Well F6	Well F6-25 m WGS	156809137	389864	aquatic biome	aquatic habitat	water	water	WGS	Site F well nest in Lashkardi village	402.215	public	
4461840.3	Project for: 124HCHsoil	124HCHsoil	400919754	1187505	soil	soil	soil	soil	WGS	Lucknow	337.615	public	
4462177.3	Subsurface Rifle	Non-sulfurcurvium contigs from Rifle	1929720	3052	freshwater biome	sediment	sediment	sediment	WGS	RIFRC site, Rifle, CO	632.280	public	
4463676.3	Subsurface Rifle	Non-sulfurcurvium contigs from Rifle, this time with less sulfurcurvium	3086280	4488	freshwater biome	sediment	sediment	sediment	WGS	RIFRC site, Rifle, CO	687.674	public	
4463925.3	The influence of global climatic changes over the vitality of corals from St Peter and St Paul Archipelago	AnaPaula_PE22-3	9406827	23303	oceanic epipelagic zone biome	archipelago	sea water	water	WGS	St Peter and  St Paul Archipelago	403.675	public	
4463926.3	The influence of global climatic changes over the vitality of corals from St Peter and St Paul Archipelago	AnaPaula_PE22-2	8431312	21413	oceanic epipelagic zone biome	archipelago	sea water	water	WGS	St Peter and  St Paul Archipelago	393.747	public	
4463927.3	The influence of global climatic changes over the vitality of corals from St Peter and St Paul Archipelago	AnaPaula_PE18-1	4965476	13491	oceanic epipelagic zone biome	archipelago	sea water	water	WGS	St Peter and  St Paul Archipelago	368.058	public	
4463928.3	The influence of global climatic changes over the vitality of corals from St Peter and St Paul Archipelago	AnaPaula_PE18-3	9700455	23538	oceanic epipelagic zone biome	archipelago	sea water	water	WGS	St Peter and  St Paul Archipelago	412.119	public	
4463929.3	The influence of global climatic changes over the vitality of corals from St Peter and St Paul Archipelago	AnaPaula_PE15-2	6230017	17375	oceanic epipelagic zone biome	archipelago	sea water	water	WGS	St Peter and  St Paul Archipelago	358.562	public	
4463930.3	The influence of global climatic changes over the vitality of corals from St Peter and St Paul Archipelago	AnaPaula_PE15-1	3006537	8413	oceanic epipelagic zone biome	archipelago	sea water	water	WGS	St Peter and  St Paul Archipelago	357.368	public	
4463931.3	The influence of global climatic changes over the vitality of corals from St Peter and St Paul Archipelago	AnaPaula_PE15-4	6671330	16723	oceanic epipelagic zone biome	archipelago	sea water	water	WGS	St Peter and  St Paul Archipelago	398.931	public	
4463932.3	The influence of global climatic changes over the vitality of corals from St Peter and St Paul Archipelago	AnaPaula_PE14-2	5319683	15274	oceanic epipelagic zone biome	archipelago	sea water	water	WGS	St Peter and  St Paul Archipelago	348.284	public	
4463933.3	The influence of global climatic changes over the vitality of corals from St Peter and St Paul Archipelago	AnaPaula_PE14-3	4089192	10564	oceanic epipelagic zone biome	archipelago	sea water	water	WGS	St Peter and  St Paul Archipelago	387.087	public	
4463936.3	Danish wastewater treatment plants	WWTP_EBPR_Aalborg_East	145725513	269385	waste water	waste water	waste water	unknown	WGS	Aalborg	540.956	public	
4464065.3	 WWTP activated sludge plasmid (and viral) metagenomes from Switzerland	Activated sludge plasmids M07 (MORGES2007-SANGER)	53675793	71225	freshwater biome	Wastewater treatment plant	Activated sludge	wastewater|sludge	WGS	Morges	753.609	public	
4464073.3	 WWTP activated sludge plasmid (and viral) metagenomes from Switzerland	Activated sludge plasmids M09 (MORGES2009-454)	48477384	180539	freshwater biome	Wastewater treatment plant	Activated sludge	wastewater|sludge	WGS	Morges	268.515	public	
4464108.3	 WWTP activated sludge plasmid (and viral) metagenomes from Switzerland	Activated sludge plasmids V09_Sanger (VISP2009-SANGER)	12123884	14592	freshwater biome	Wastewater treatment plant	Activated sludge	wastewater|sludge	WGS	Visp	830.858	public	
4464109.3	 WWTP activated sludge plasmid (and viral) metagenomes from Switzerland	Activated sludge plasmids V09_454 (VISP2009-454)	142555792	437239	freshwater biome	Wastewater treatment plant	Activated sludge	wastewater|sludge	WGS	Visp	326.036	public	
4465556.3	Fire at Holm-Oak Rhizosphere	UOF_454	159918596	412302	Mediterranean forests, woodlands, and shrub biome	Forest	mountain forest soil	soil	WGS	Sierra Nevada National Park, Granada, Spain	387.868	public	
4465558.3	Fire at Holm-Oak Rhizosphere	BOF_454	80126156	257697	Mediterranean forests, woodlands, and shrub biome	Forest	mountain forest soil	soil	WGS	Sierra Nevada National Park, Granada, Spain	310.932	public	
4465820.3	Subsurface Rifle	Rifle complete-2	9002825936	118458236	freshwater biome	sediment	sediment	sediment	WGS	RIFRC site, Rifle, CO	76.000	public	
4465822.3	Subsurface Rifle	Rifle complete-1	9002825936	118458236	freshwater biome	sediment	sediment	sediment	WGS	RIFRC site, Rifle, CO	76.000	public	
4465823.3	Subsurface Rifle	Rifle one lane	1258485064	16559014	freshwater biome	sediment	sediment	sediment	WGS	RIFRC site, Rifle, CO	76.000	public	
4465942.3	GLBRC bioenergy soil metagenomes 	Miscanthus Rhizo MetaG1	216957151	303353	terrestrial biome	terrestrial habitat	soil	soil	WGS	KBS, Michigan	715.197	public	
4465943.3	GLBRC bioenergy soil metagenomes 	Miscanthus Rhizo MetaG2	360952806	453481	terrestrial biome	terrestrial habitat	soil	soil	WGS	KBS, Michigan	795.960	public	
4465947.3	GLBRC bioenergy soil metagenomes 	Miscanthus Bulk MetaG	457810820	617602	terrestrial biome	terrestrial habitat	soil	soil	WGS	KBS, Michigan	741.272	public	
4466148.3	Host Remodeling of the Gut Microbiome and Metabolic Changes during Pregnancy	1303	11959947400	119599474	terrestrial biome	human-associated habitat	feces	human-gut	WGS	Turku	100.000	public	
4466149.3	Host Remodeling of the Gut Microbiome and Metabolic Changes during Pregnancy	1264	5575340200	55753402	terrestrial biome	human-associated habitat	feces	human-gut	WGS	Turku	100.000	public	
4466163.3	Host Remodeling of the Gut Microbiome and Metabolic Changes during Pregnancy	1195	10334623700	103346237	terrestrial biome	human-associated habitat	feces	human-gut	WGS	Turku	100.000	public	
4466188.3	Host Remodeling of the Gut Microbiome and Metabolic Changes during Pregnancy	2195	11283563600	112835636	terrestrial biome	human-associated habitat	feces	human-gut	WGS	Turku	100.000	public	
4466194.3	Host Remodeling of the Gut Microbiome and Metabolic Changes during Pregnancy	2303	8317590200	83175902	terrestrial biome	human-associated habitat	feces	human-gut	WGS	Turku	100.000	public	
4466257.3	Host Remodeling of the Gut Microbiome and Metabolic Changes during Pregnancy	1234	8703383200	87033832	terrestrial biome	human-associated habitat	feces	human-gut	WGS	Turku	100.000	public	
4466296.3	Host Remodeling of the Gut Microbiome and Metabolic Changes during Pregnancy	2234	12202712400	122027124	terrestrial biome	human-associated habitat	feces	human-gut	WGS	Turku	100.000	public	
4466309.3	Pacific Reef Microbiomes	CoralPalmyra1Mic20101025_NP	65768295	170135	coral reef	coral reef	water	water	WGS	Pacific Ocean	386.565	public	
4466433.3	Borup Fiord Pass Glacier Sulfur Deposit, Canada High Arctic	Borup Fiord Pass Glacier Sulfur Deposit, Canada High Arctic	657394433	1238751	Tundra communities and barren Arctic deserts	Glacier	sediment	miscellaneous	WGS	Borup Fiord Pass, Ellesmere Island	530.691	public	
4466582.3	Pacific Reef Microbiomes	CoralCaroline12Mic20090419_NP	9628211	26895	coral reef	coral reef	water	water	WGS	Pacific Ocean	357.993	public	
4466592.3	Pacific Reef Microbiomes	CoralCaroline9Mic20090417_NP	14930431	39933	coral reef	coral reef	water	water	WGS	Pacific Ocean	373.887	public	
4466596.3	Pacific Reef Microbiomes	CoralFlint2Mic20090330_NP	8335390	24111	coral reef	coral reef	water	water	WGS	Pacific Ocean	345.709	public	
4466597.3	Pacific Reef Microbiomes	CoralFlint5BMic20090329_NP	39269285	98284	coral reef	coral reef	water	water	WGS	Pacific Ocean	399.549	public	
4466599.3	Pacific Reef Microbiomes	CoralFlint6Mic20090331_NP	16800234	39070	coral reef	coral reef	water	water	WGS	Pacific Ocean	430.003	public	
4466602.3	Host Remodeling of the Gut Microbiome and Metabolic Changes during Pregnancy	2342	11763734200	117637342	terrestrial biome	human-associated habitat	feces	human-gut	WGS	Turku	100.000	public	
4466736.3	Pacific Reef Microbiomes	CoralJarvis4RampMic20100404_NPFinal	68728486	171749	coral reef	coral reef	water	water	WGS	Pacific Ocean	400.168	public	
4466737.3	Pacific Reef Microbiomes	CoralJarvis9RampMic20100402_NP	96176239	235984	coral reef	coral reef	water	water	WGS	Pacific Ocean	407.554	public	
4466738.3	Pacific Reef Microbiomes	CoralJarvisNorthMic111310_NP	25708364	66808	coral reef	coral reef	water	water	WGS	Pacific Ocean	384.810	public	
4466739.3	Pacific Reef Microbiomes	CoralJarvisTentMic20101112_NP	19800157	49774	coral reef	coral reef	water	water	WGS	Pacific Ocean	397.801	public	
4466740.3	Global Microbialization On Reefs	CoralKingman2005BMic20050821_NP	47163281	114418	coral reef	coral reef	water	water	WGS	Pacific Ocean	412.202	public	
4466741.3	Pacific Reef Microbiomes	CoralKingman2Mic20101031_NP	86171539	225914	coral reef	coral reef	water	water	WGS	Pacific Ocean	381.435	public	
4466742.3	Global Microbialization On Reefs	CoralKiritimati2005BMic20050805_NP	16024545	38384	coral reef	coral reef	water	water	WGS	Pacific Ocean	417.480	public	
4466745.3	Pacific Reef Microbiomes	CoralKiritimatiOilMic20101121_NP	61522967	156251	coral reef	coral reef	water	water	WGS	Pacific Ocean	393.744	public	
4466809.3	Pacific Reef Microbiomes	CoralKiritimatiTentMic20101120_NP	11669344	30131	coral reef	coral reef	water	water	WGS	Pacific Ocean	387.287	public	
4466810.3	Pacific Reef Microbiomes	CoralMalden25BMic20090406_NP	62817776	164564	coral reef	coral reef	water	water	WGS	Pacific Ocean	381.722	public	
4466812.3	Pacific Reef Microbiomes	CoralMalden5Mic20090410_NP	16854299	48258	coral reef	coral reef	water	water	WGS	Pacific Ocean	349.254	public	
4466813.3	Global Microbialization On Reefs	CoralPalmyra2005Mic20050818_NP	44341298	113340	coral reef	coral reef	water	water	WGS	Pacific Ocean	391.224	public	
4466814.3	Pacific Reef Microbiomes	CoralStarbuck13BMic20090405_NP	11784537	29347	coral reef	coral reef	water	water	WGS	Pacific Ocean	401.558	public	
4466820.3	Pacific Reef Microbiomes	CoralStarbuck7Mic20090406_NP	35851554	83014	coral reef	coral reef	water	water	WGS	Pacific Ocean	431.874	public	
4466825.3	Pacific Reef Microbiomes	CoralTabuaeran10Mic20101104_NP	41528129	104845	coral reef	coral reef	water	water	WGS	Pacific Ocean	396.091	public	
4466835.3	Pacific Reef Microbiomes	CoralTabuaeran2Mic20101106_NP	30361451	73712	coral reef	coral reef	water	water	WGS	Pacific Ocean	411.893	public	
4466841.3	Global Microbialization On Reefs	CoralTabuaeran2005Mic20050811_NP	56307592	131475	coral reef	coral reef	water	water	WGS	Pacific Ocean	428.276	public	
4466844.3	Pacific Reef Microbiomes	CoralVostok10Mic20090401_NP	29748403	83219	coral reef	coral reef	water	water	WGS	Pacific Ocean	357.471	public	
4466845.3	Pacific Reef Microbiomes	CoralWashington2NorthMic20101109_NP	16311528	42317	coral reef	coral reef	water	water	WGS	Pacific Ocean	385.460	public	
4466846.3	Pacific Reef Microbiomes	CoralWashingtonTentMic20101108_NP	117975100	285841	coral reef	coral reef	water	water	WGS	Pacific Ocean	412.730	public	
4467008.3	Beaufort Sea sediments	ArcticSedimentHighMethane_PC12-225-485cm_4090801	454065333	1511728	aquatic biome	marine feature	sediment	sediment	WGS	Beaufort Sea	300.362	public	
4467029.3	Lake Erie Bloom Metagenome	Erie Bloom Shotgun Metagenome	204427100	504233	Large lake biome	lake	water	water	WGS	Erie Harbor, Lake Erie	405.422	public	
4467058.3	Freshwater Microcystis Bloom Metagenomes	Taihu Bloom Shotgun Metagenome	240405900	637724	Large lake biome	lake	water	water	WGS	Jiangsu and Zheijiang Provinces	376.975	public	
4467059.3	Freshwater Microcystis Bloom Metagenomes	Grand Lake St Marys (GLSM) Bloom Shotgun Metagenome	88229075	219716	Large lake biome	lake	water	water	WGS	Ohio, USA	401.560	public	
4467109.3	Host Remodeling of the Gut Microbiome and Metabolic Changes during Pregnancy	1342	8565365200	85653652	terrestrial biome	human-associated habitat	feces	human-gut	WGS	Turku	100.000	public	
4467420.3	Stanley WWTP activated sludge sample	Stanley AS DNA -2	1666394600	16663946	aquatic biome	wastewater treatment plant	waste water	wastewater|sludge	WGS	Aerobic activated sludge DNA from Stanley wastewater treatment plant of Hong Kong	100.000	public	
4468639.3	The influence of global climatic changes over the vitality of corals from St Peter and St Paul Archipelago	AnaPaula_PE18-2	21192504	54196	oceanic epipelagic zone biome	archipelago	sea water	water	WGS	St Peter and  St Paul Archipelago	391.034	public	
4469340.3	Permafrost_thaw	B4_DNA_1311.4.1306	8421304260	73871090	Tundra biome	permafrost	soil	soil	WGS	thermokarst bog	114.000	public	
4469452.3	Hulk hydrothermal vent	NewVentVirome_dereplicated	77175717	231246	marine black smoker biome	marine hydrothermal vent	sea water	water	WGS	Juan de Fuca Ridge	333.739	public	
4469538.3	Permafrost_thaw	P1_DNA_1141.5.1206ONE	3482173434	30545381	Tundra biome	permafrost	soil	soil	WGS	permafrost	114.000	public	
4469540.3	Permafrost_thaw	P1_DNA_1141.4.1206ONE	3542570292	31075178	Tundra biome	permafrost	soil	soil	WGS	permafrost	114.000	public	
4469858.3	Host Remodeling of the Gut Microbiome and Metabolic Changes during Pregnancy	2264_new	6138616600	61386167	terrestrial biome	human-associated habitat	feces	human-gut	WGS	Turku	100.000	public	
4470009.3	Permafrost_thaw	P3_DNA_1141.7.1206ONE	4667382870	40941955	Tundra biome	permafrost	soil	soil	WGS	permafrost	114.000	public	
4470010.3	Permafrost_thaw	P3_DNA_1141.6.1206ONE	4664199306	40914029	Tundra biome	permafrost	soil	soil	WGS	permafrost	114.000	public	
4470253.3	Permafrost_thaw	A5_DNA_1163.1.1212ONE	1712528748	15022182	Tundra biome	permafrost	soil	soil	WGS	active layer	114.000	public	
4470254.3	Permafrost_thaw	B3_DNA_1163.2.1212ONE	2160239580	18949470	Tundra biome	permafrost	soil	soil	WGS	thermokarst bog	114.000	public	
4470255.3	Permafrost_thaw	A2_DNA_1163.5.1212ONE	2143945902	18806543	Tundra biome	permafrost	soil	soil	WGS	active layer	114.000	public	
4470315.3	Permafrost_thaw	B4_DNA_1209.04.1231ONE	2508737466	22006469	Tundra biome	permafrost	soil	soil	WGS	thermokarst bog	114.000	public	
4470378.3	Permafrost_thaw	A2_DNA_1311.1.1306.ONE	4143700272	36348248	Tundra biome	permafrost	soil	soil	WGS	active layer	114.000	public	
4470381.3	Permafrost_thaw	B3_DNA_1311.2.1306.ONE	4436027166	38912519	Tundra biome	permafrost	soil	soil	WGS	thermokarst bog	114.000	public	
4470382.3	Permafrost_thaw	A5_DNA_1311.3.1306.ONE	4374118212	38369458	Tundra biome	permafrost	soil	soil	WGS	active layer	114.000	public	
4470602.3	Serpentinite	Lost City contigs	9998460	6324	extreme habitat	extreme habitat	extreme habitat	unknown	WGS	Mid-Atlantic Ridge	1581.034	public	
4470861.3	Cubatao_metagenomic	Cubatao_C	311978477	598041	terrestrial biome	oil spill	xylene contaminated soil	soil	WGS	Cubatao	521.667	public	
4470904.3	Hydrocarbon Metagenomics Project	Toluene 454 QC Reads	215982194	550247	freshwater biome	anaerobic bioreactor	biological product	built environment	WGS	Calgary	392.519	public	
4470905.3	Hydrocarbon Metagenomics Project	Trident-1560D 454 QC Reads	163282324	439440	terrestrial biome	coal mine	carbon dioxide-reducing sediment	miscellaneous	WGS	Upper Mannville Formation	371.569	public	
4470906.3	Hydrocarbon Metagenomics Project	Tar-D 454 QC Reads	124377828	378465	Small lake biome	asphalt lake	contaminated water	miscellaneous	WGS	Tar lake microbial communities from La Brea, Trinidad and Tobago	328.638	public	
4470907.3	Hydrocarbon Metagenomics Project	Pond6_2010 454 QC Reads	138112933	327084	freshwater biome	mine tailing	waste water	wastewater|sludge	WGS	Alberta	422.255	public	
4470908.3	Hydrocarbon Metagenomics Project	NapDC 454 QC Reads	130215413	368209	freshwater biome	anaerobic bioreactor	biological product	built environment	WGS	Athabasca Oil Sands	353.645	public	
4470909.3	Hydrocarbon Metagenomics Project	GV_TDS_TP6_30ft_2008 454 QC Reads	222457751	535415	freshwater biome	mine tailing	waste water	wastewater|sludge	WGS	Alberta	415.487	public	
4470910.3	Hydrocarbon Metagenomics Project	Pond6_2008_2010 454 QC Reads	360570684	862499	freshwater biome	mine tailing	waste water	wastewater|sludge	WGS	Alberta	418.053	public	
4472090.3	Human Microbiome Project (HMP)	SRR038746	4118063100	41180631	terrestrial biome	human-associated habitat	feces	human-gut	WGS	unknown	100.000	public	
4472091.3	Human Microbiome Project (HMP)	SRR041654	4037738100	40377381	terrestrial biome	human-associated habitat	feces	human-gut	WGS	unknown	100.000	public	
4472092.3	Human Microbiome Project (HMP)	SRR041655	4051933400	40519334	terrestrial biome	human-associated habitat	feces	human-gut	WGS	unknown	100.000	public	
4472093.3	Human Microbiome Project (HMP)	SRR041656	4092004200	40920042	terrestrial biome	human-associated habitat	feces	human-gut	WGS	unknown	100.000	public	
4472094.3	Human Microbiome Project (HMP)	SRR041657	3981081600	39810816	terrestrial biome	human-associated habitat	feces	human-gut	WGS	unknown	100.000	public	
4472095.3	Human Microbiome Project (HMP)	SRR041658	3887556200	38875562	terrestrial biome	human-associated habitat	feces	human-gut	WGS	unknown	100.000	public	
4472096.3	Human Microbiome Project (HMP)	SRR041659	3932223900	39322239	terrestrial biome	human-associated habitat	feces	human-gut	WGS	unknown	100.000	public	
4472097.3	Human Microbiome Project (HMP)	SRR041660	3937812400	39378124	terrestrial biome	human-associated habitat	feces	human-gut	WGS	unknown	100.000	public	
4472098.3	Human Microbiome Project (HMP)	SRR041661	3931739700	39317397	terrestrial biome	human-associated habitat	feces	human-gut	WGS	unknown	100.000	public	
4472099.3	Human Microbiome Project (HMP)	SRR041662	4001763000	40017630	terrestrial biome	human-associated habitat	feces	human-gut	WGS	unknown	100.000	public	
4472100.3	Human Microbiome Project (HMP)	SRR042027	4098478200	40984782	terrestrial biome	human-associated habitat	feces	human-gut	WGS	unknown	100.000	public	
4472101.3	Human Microbiome Project (HMP)	SRR042181	4165266800	41652668	terrestrial biome	human-associated habitat	feces	human-gut	WGS	unknown	100.000	public	
4472102.3	Human Microbiome Project (HMP)	SRR042182	3997699600	39976996	terrestrial biome	human-associated habitat	feces	human-gut	WGS	unknown	100.000	public	
